FID,PermitNo,FeatCLS,Contact,Source,National_I,Type_Flag,Shape_Leng,Shape_Area,Calc_Acres,QUAD_DESC,MINE_STATU,PER_NAME,REGION_DES,PERM_ACT,ACT_INAC,DATE_ISS,PER_TYPE,ORIG_PERM
109,0600077,SF,KY Division of Mine Permits,KGS Project,KY0600077,INACT,18908.7003,464289.6409,10.65862353,WAYLAND,RC,NATIONAL MINES CORPORATION,PRESTONSBURG,  RV      09/08/1986  NW      09/02/1981,Released,1981-09-02,INTERIM,0600077
110,0600082,SF,KY Division of Mine Permits,KGS Project,KY0600082,INACT,12364.84899,551036.5347,12.65005819,WAYLAND,RC,NATIONAL MINES CORPORATION,PRESTONSBURG,  RV      09/16/1986  NW      10/14/1981,Released,1981-10-14,INTERIM,0600082
111,0600084,SF,KY Division of Mine Permits,KGS Project,KY0600084,INACT,27863.90818,613890.6572,14.09299029,KITE,FF,TENCO COAL COMPANY INC,PRESTONSBURG,  NW      08/12/1981,Released,1981-08-12,INTERIM,0600084
112,0600088,SF,KY Division of Mine Permits,KGS Project,KY0600088,INACT,23395.35671,876573.1171,20.1233498,HINDMAN,RC,ROBARB COALS INC,PRESTONSBURG,  AM      01/14/1982  NW      09/15/1981,Released,1981-09-15,INTERIM,0600088
113,0600094,SF,KY Division of Mine Permits,KGS Project,KY0600094,INACT,29739.56429,761178.6711,17.47425783,KITE,FF,TENCO COAL COMPANY INC,PRESTONSBURG,  NW      11/09/1981,Released,1981-11-09,INTERIM,0600094
114,0600099,SF,KY Division of Mine Permits,KGS Project,KY0600099,INACT,10749.29618,751296.6443,17.24739771,HANDSHOE,RC,CONSOLIDATION COAL CO OF KY,PRESTONSBURG,  NC      10/06/1988  RV      11/21/1985  RV      12/13/1982,Released,1981-12-04,INTERIM,0600099
115,0600102,SF,KY Division of Mine Permits,KGS Project,KY0600102,INACT,5184.950784,125498.5,2.881049127,WAYLAND,RC,KENNETH W OWENS,PRESTONSBURG,  RV      09/23/1983  NW      11/11/1981,Released,1981-11-11,INTERIM,0600102
116,0600113,SF,KY Division of Mine Permits,KGS Project,KY0600113,INACT,28135.50943,2709281.146,62.19653687,WAYLAND,RC,PEMBROKE COAL COMPANY,PRESTONSBURG,  NW      03/16/1983,Released,1983-03-16,INTERIM,0600113
117,0600114,SF,KY Division of Mine Permits,KGS Project,KY0600114,INACT,30505.39714,3085074.255,70.82355958,HANDSHOE,RC,PEMBROKE COAL COMPANY,PRESTONSBURG,  NW      03/16/1983,Released,1983-03-16,INTERIM,0600114
118,0600121,SF,KY Division of Mine Permits,KGS Project,KY0600121,INACT,20174.59775,490846.1846,11.26827788,WAYLAND,RC,NATIONAL MINES CORPORATION,PRESTONSBURG,  NW      07/29/1982,Released,1982-07-29,INTERIM,0600121
119,0600122,SF,KY Division of Mine Permits,KGS Project,KY0600122,INACT,19090.72643,667117.005,15.31489911,WAYLAND,RC,NATIONAL MINES CORPORATION,PRESTONSBURG,  RV      08/15/1985  NW      07/19/1982,Released,1982-07-19,INTERIM,0600122
120,0600124,SF,KY Division of Mine Permits,KGS Project,KY0600124,INACT,19609.12052,1405582.885,32.26774301,HANDSHOE,RC,PEMBROKE COAL COMPANY,PRESTONSBURG,  NW      07/12/1982,Released,1982-07-12,INTERIM,0600124
121,0600129,SF,KY Division of Mine Permits,KGS Project,KY0600129,INACT,2256.718175,116040.9731,2.663934185,KITE,RC,HOLLYBUSH COAL CO,PRESTONSBURG,  RV      12/09/1991  AM      12/14/1983  NW      04/19/1982,Released,1982-04-19,INTERIM,0600129
122,0600138,SF,KY Division of Mine Permits,KGS Project,KY0600138,INACT,11566.45874,296698.3447,6.811256765,KITE,SF,EMERALD ENTERPRISES,PRESTONSBURG,  NW      06/29/1982,Released,1982-06-29,INTERIM,0600138
123,0605009,SF,KY Division of Mine Permits,KGS Project,KY0605009,INACT,2701.032161,104359.905,2.39577376,KITE,RC,CHILDERS BROS MINING CO,PRESTONSBURG,  NW      05/15/1979,Released,1979-05-15,INTERIM,0605009
124,0605019,SF,KY Division of Mine Permits,KGS Project,KY0605019,INACT,2411.27352,46629.99985,1.070477499,KITE,RC,TIMBERLINE COAL CO INC,PRESTONSBURG,  NW      11/06/1979,Released,1979-11-06,INTERIM,0605019
125,0605024,SF,KY Division of Mine Permits,KGS Project,KY0605024,INACT,10459.43288,208203.1577,4.779686816,KITE,FF,CHILDERS BROS MINING CO,PRESTONSBURG,  NW      03/26/1980,Released,1980-03-26,INTERIM,0605024
126,0605025,SF,KY Division of Mine Permits,KGS Project,KY0605025,INACT,7727.500505,170682.514,3.91833136,KITE,RC,SWAN VALLEY COAL CO INC,PRESTONSBURG,  NW      04/16/1980,Released,1980-04-16,INTERIM,0605025
127,0605033,SF,KY Division of Mine Permits,KGS Project,KY0605033,INACT,3681.043453,76515.15123,1.756546171,WAYLAND,FF,B J ENERGY CO INC,PRESTONSBURG,  NW      07/23/1980,Released,1980-07-23,INTERIM,0605033
128,0605036,SF,KY Division of Mine Permits,KGS Project,KY0605036,INACT,4190.675742,156044.9712,3.582299615,HINDMAN,RC,BRANCH FORK COAL CO INC,PRESTONSBURG,  AM      03/02/1981  NW      06/24/1980,Released,1980-06-24,INTERIM,0605036
129,0605040,SF,KY Division of Mine Permits,KGS Project,KY0605040,INACT,2309.476899,44947.21185,1.031846002,KITE,RC,POTATO BRANCH COAL CO,PRESTONSBURG,  RV      10/28/1983  NW      09/10/1980,Released,1980-09-10,INTERIM,0605040
130,0605043,SF,KY Division of Mine Permits,KGS Project,KY0605043,INACT,4784.772522,116378.2806,2.671677701,KITE,RC,ALLEN & NEWSOM COAL CO INC,PRESTONSBURG,  AM      04/10/1981  NW      09/10/1980,Released,1980-09-10,INTERIM,0605043
131,0605060,SF,KY Division of Mine Permits,KGS Project,KY0605060,INACT,2983.697157,205744.5623,4.723245231,WAYLAND,RC,P & G COAL COMPANY,PRESTONSBURG,  NW      10/01/1981,Released,1981-10-01,INTERIM,0605060
132,0605067,SF,KY Division of Mine Permits,KGS Project,KY0605067,INACT,7954.416839,207627.3703,4.766468557,KITE,RC,ANDERSON COAL CO INC,PRESTONSBURG,  RV      05/27/1983  NW      10/12/1981,Released,1981-10-12,INTERIM,0605067
133,0605072,SF,KY Division of Mine Permits,KGS Project,KY0605072,INACT,8628.553369,343438.9173,7.884272666,WAYLAND,RC,PEMBROKE COAL COMPANY,PRESTONSBURG,  RV      01/05/1983  NW      12/04/1981,Released,1981-12-04,INTERIM,0605072
134,0605075,SF,KY Division of Mine Permits,KGS Project,KY0605075,INACT,858.2482446,38167.97882,0.876216226,WAYLAND,FF,GUM BRANCH COAL CO INC,PRESTONSBURG,  RV      06/01/1983  NW      12/28/1981,Released,1981-12-28,INTERIM,0605075
135,0605076,SF,KY Division of Mine Permits,KGS Project,KY0605076,INACT,1680.342955,74368.9404,1.70727595,WAYLAND,FF,HEATHER COAL COMPANY,PRESTONSBURG,  NW      12/23/1981,Released,1981-12-23,INTERIM,0605076
136,0605077,SF,KY Division of Mine Permits,KGS Project,KY0605077,INACT,2838.977703,104089.9464,2.389576363,HANDSHOE,RC,WICKER BROTHERS COAL CO INC,PRESTONSBURG,  NW      04/13/1982,Released,1982-04-13,INTERIM,0605077
137,0605085,SF,KY Division of Mine Permits,KGS Project,KY0605085,INACT,10329.96341,236344.2673,5.425717799,KITE,RC,APPLE TREE MINING CO INC,PRESTONSBURG,  RV      08/24/1983  RV      01/06/1983  NW      04/13/1982,Released,1982-04-13,INTERIM,0605085
138,0605087,SF,KY Division of Mine Permits,KGS Project,KY0605087,INACT,1966.935411,75976.38467,1.744177793,KITE,RC,WIND RIVER ENERGY CORPORATION,PRESTONSBURG,  SU      10/06/1983  RV      09/08/1983  NW      03/18/1982,Released,1982-03-18,INTERIM,0605087
139,0605088,SF,KY Division of Mine Permits,KGS Project,KY0605088,INACT,4387.197422,281182.6883,6.455066306,WAYLAND,RC,P & G COAL COMPANY,PRESTONSBURG,  NW      07/16/1982,Released,1982-07-16,INTERIM,0605088
140,0605091,SF,KY Division of Mine Permits,KGS Project,KY0605091,INACT,2250.938967,134939.1965,3.097777698,WAYLAND,RC,G S & M COAL COMPANY INC,PRESTONSBURG,  RV      01/07/1983  NW      03/18/1982,Released,1982-03-18,INTERIM,0605091
141,0605093,SF,KY Division of Mine Permits,KGS Project,KY0605093,INACT,2092.023395,161865.5758,3.715922311,HANDSHOE,RC,PEMBROKE COAL COMPANY,PRESTONSBURG,  NW      07/17/1982,Released,1982-07-17,INTERIM,0605093
142,0605099,SF,KY Division of Mine Permits,KGS Project,KY0605099,INACT,3194.181333,75371.87858,1.730300243,KITE,RC,WHEELWRIGHT MINING INC,PRESTONSBURG,  NW      05/04/1982,Released,1982-05-04,INTERIM,0605099
143,0605100,SF,KY Division of Mine Permits,KGS Project,KY0605100,INACT,547.3481997,17218.893,0.395291391,WAYLAND,RC,PEMBROKE COAL COMPANY,PRESTONSBURG,  NW      04/30/1982,Released,1982-04-30,INTERIM,0605100
144,0607003,SF,KY Division of Mine Permits,KGS Project,KY0607003,INACT,14594.52342,288330.861,6.619165772,HANDSHOE,RC,PEMBROKE COAL COMPANY,PRESTONSBURG,  AM      03/16/1983  NW      06/02/1982,Released,1982-06-02,INTERIM,0607003
145,0607006,SF,KY Division of Mine Permits,KGS Project,KY0607006,INACT,14480.83402,283725.6998,6.513445816,HANDSHOE,RC,PEMBROKE COAL COMPANY,PRESTONSBURG,  NW      04/16/1982,Released,1982-04-16,INTERIM,0607006
146,0770053,SF,KY Division of Mine Permits,KGS Project,KY0770053,INACT,12747.90094,640748.4943,14.70956139,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  RV      02/07/1983  RV      12/04/1980  RV      08/29/1980,Released,1980-03-06,INTERIM,0770053
147,0770059,SF,KY Division of Mine Permits,KGS Project,KY0770059,INACT,35809.28802,2876986.444,66.04652075,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  RV      11/13/1981  AM      11/11/1980  NW      05/09/1980,Released,1980-05-09,INTERIM,0770059
148,0770063,SF,KY Division of Mine Permits,KGS Project,KY0770063,INACT,20745.67164,3350469.135,76.91618766,IVYTON,RC,WOLVERINE MINING CORP,PRESTONSBURG,  RV      04/10/1987  RV      08/17/1981  RV      12/02/1980,Released,1980-06-06,INTERIM,0770063
149,0770064,SF,KY Division of Mine Permits,KGS Project,KY0770064,INACT,32944.92044,2797739.069,64.22725135,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  AM      12/04/1980  RV      08/18/1980  NW      07/09/1980,Released,1980-07-09,INTERIM,0770064
150,0770070,SF,KY Division of Mine Permits,KGS Project,KY0770070,INACT,91326.92419,3390289.726,77.83034265,IVYTON,RC,WOLVERINE MINING CORP,PRESTONSBURG,  RV      10/19/1981  AM      07/21/1981  RV      03/11/1981,Released,1980-10-14,INTERIM,0770070
151,0770082,SF,KY Division of Mine Permits,KGS Project,KY0770082,INACT,16786.453,922539.6618,21.17859646,DAVID,RC,WOLVERINE MINING CORP,PRESTONSBURG,  AM      02/16/1982  NW      05/06/1981,Released,1981-05-06,INTERIM,0770082
152,0770105,SF,KY Division of Mine Permits,KGS Project,KY0770105,INACT,45939.30991,3773022.435,86.61667665,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  RV      12/14/1983  AM      01/28/1982  NW      09/15/1981,Released,1981-09-15,INTERIM,0770105
153,0770110,SF,KY Division of Mine Permits,KGS Project,KY0770110,INACT,8578.993514,613823.8901,14.09145753,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  RV      06/11/1985  NW      12/29/1981,Released,1981-12-29,INTERIM,0770110
154,0770121,SF,KY Division of Mine Permits,KGS Project,KY0770121,INACT,17163.85745,3194495.33,73.33552182,IVYTON,RC,WOLVERINE MINING CORP,PRESTONSBURG,  RV      04/30/1987  RV      01/19/1983  NW      04/21/1982,Released,1982-04-21,INTERIM,0770121
155,2360243,SF,KY Division of Mine Permits,KGS Project,KY2360243,INACT,17450.00012,340351.6296,7.813398293,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  RN      05/31/1977,Released,1977-05-31,INTERIM,2360243
156,2360251,SF,KY Division of Mine Permits,KGS Project,KY2360251,INACT,22724.83571,1468759.018,33.71806745,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  RN      08/04/1977,Released,1977-08-04,INTERIM,2360251
157,2360252,SF,KY Division of Mine Permits,KGS Project,KY2360252,INACT,11103.17057,1307497.294,30.01600767,MCDOWELL,RC,BLACKHAWK MINING CO,PRESTONSBURG,  RV      01/27/1986  RN      08/23/1979  AM      09/13/1977,Released,1977-09-13,INTERIM,2360252
158,2360259,SF,KY Division of Mine Permits,KGS Project,KY2360259,INACT,36983.57932,3926912.827,90.14951394,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  RV      02/10/1981  RN      01/26/1981  RV      02/27/1979,Released,1978-01-24,INTERIM,2360259
159,2365000,SF,KY Division of Mine Permits,KGS Project,KY2365000,INACT,8423.644307,245339.7941,5.632226679,HAROLD,RC,GEORGE NEWSOME & ASSC,PRESTONSBURG,  AM      03/02/1982  RV      04/17/1980  NW      04/04/1979,Released,1979-04-04,INTERIM,2365000
160,2365002,SF,KY Division of Mine Permits,KGS Project,KY2365002,INACT,800.0919083,35762.11596,0.820985215,MCDOWELL,RC,GEORGE NEWSOME & ASSC,PRESTONSBURG,  NW      04/26/1979,Released,1979-04-26,INTERIM,2365002
161,2365011,SF,KY Division of Mine Permits,KGS Project,KY2365011,INACT,1226.518348,22930.57349,0.526413533,MCDOWELL,RC,BEVER BRANCH MINING CO,PRESTONSBURG,  NW      03/08/1979,Released,1979-03-08,INTERIM,2365011
162,2365013,SF,KY Division of Mine Permits,KGS Project,KY2365013,INACT,998.6097217,31457.41146,0.722162798,HAROLD,RC,CINDY COAL CO INC,PRESTONSBURG,  SU      01/24/1984  NW      06/06/1979,Released,1979-06-06,INTERIM,2365013
163,2365014,SF,KY Division of Mine Permits,KGS Project,KY2365014,INACT,5834.861132,197266.7361,4.528621123,HAROLD,RC,ARKANSAS ENTERPRISES,PRESTONSBURG,  NW      03/23/1979,Released,1979-03-23,INTERIM,2365014
164,2365019,SF,KY Division of Mine Permits,KGS Project,KY2365019,INACT,20531.68783,366534.5993,8.414476568,HAROLD,RC,LITTLE ELKHORN COAL CO,PRESTONSBURG,  NW      04/30/1979,Released,1979-04-30,INTERIM,2365019
165,2365020,SF,KY Division of Mine Permits,KGS Project,KY2365020,INACT,1838.032706,189119.6599,4.341589989,HAROLD,RC,GEORGE NEWSOME & ASSC,PRESTONSBURG,  NW      03/05/1979,Released,1979-03-05,INTERIM,2365020
166,2365024,SF,KY Division of Mine Permits,KGS Project,KY2365024,INACT,5217.24014,262748.7933,6.031882307,MCDOWELL,RC,P & M COAL CO,PRESTONSBURG,  AM      12/05/1980  NW      05/17/1979,Released,1979-05-17,INTERIM,2365024
167,2365025,SF,KY Division of Mine Permits,KGS Project,KY2365025,INACT,1165.301173,43236.55766,0.992574786,MCDOWELL,RC,B & G COAL CO,PRESTONSBURG,  NW      03/27/1979,Released,1979-03-27,INTERIM,2365025
168,2365026,SF,KY Division of Mine Permits,KGS Project,KY2365026,INACT,5662.192755,108607.6725,2.493289084,HAROLD,RC,L H HALL COAL COMPANY INC,PRESTONSBURG,  NW      03/19/1979,Released,1979-03-19,INTERIM,2365026
169,2365027,SF,KY Division of Mine Permits,KGS Project,KY2365027,INACT,1200.687327,78434.98837,1.800619568,MCDOWELL,RC,C & H COAL INC,PRESTONSBURG,  NW      07/05/1979,Released,1979-07-05,INTERIM,2365027
170,2365035,SF,KY Division of Mine Permits,KGS Project,KY2365035,INACT,498.2464423,6970.689804,0.160025018,MCDOWELL,RC,HAMILTON COAL CO,PRESTONSBURG,  NW      07/31/1979,Released,1979-07-31,INTERIM,2365035
171,2365039,SF,KY Division of Mine Permits,KGS Project,KY2365039,INACT,4070.430793,81585.04396,1.872934894,MCDOWELL,RC,T & N COAL CO,PRESTONSBURG,  AM      07/08/1982  NW      06/12/1979,Released,1979-06-12,INTERIM,2365039
172,2365040,SF,KY Division of Mine Permits,KGS Project,KY2365040,INACT,3350.640404,62478.71875,1.434314021,MCDOWELL,RC,T & N COAL CO,PRESTONSBURG,  NW      06/12/1979,Released,1979-06-12,INTERIM,2365040
173,2365054,SF,KY Division of Mine Permits,KGS Project,KY2365054,INACT,363.5481353,5671.509576,0.130199944,MARTIN,FF,C & B COAL CO,PRESTONSBURG,  NW      08/21/1979,Released,1979-08-21,INTERIM,2365054
174,2365063,SF,KY Division of Mine Permits,KGS Project,KY2365063,INACT,3919.110426,80565.5182,1.849529803,HAROLD,RC,HITE PREPERATION COMPANY,PRESTONSBURG,  NW      06/08/1979,Released,1979-06-08,INTERIM,2365063
175,2365064,SF,KY Division of Mine Permits,KGS Project,KY2365064,INACT,5350.40451,104268.1776,2.39366799,HAROLD,RC,HITE PREPERATION COMPANY,PRESTONSBURG,  NW      06/08/1979,Released,1979-06-08,INTERIM,2365064
176,2365065,SF,KY Division of Mine Permits,KGS Project,KY2365065,INACT,1251.829679,23444.60495,0.538214071,LANCER,RC,HITE PREPERATION COMPANY,PRESTONSBURG,  NW      06/08/1979,Released,1979-06-08,INTERIM,2365065
177,2365072,SF,KY Division of Mine Permits,KGS Project,KY2365072,INACT,3489.022899,194477.7708,4.46459529,MARTIN,RC,COLUMBIA COAL CO,PRESTONSBURG,  NW      06/08/1979,Released,1979-06-08,INTERIM,2365072
178,2365073,SF,KY Division of Mine Permits,KGS Project,KY2365073,INACT,1757.921921,133480.3583,3.064287381,MARTIN,RC,CARRY BACK COAL CO,PRESTONSBURG,  NW      06/12/1979,Released,1979-06-12,INTERIM,2365073
179,2365074,SF,KY Division of Mine Permits,KGS Project,KY2365074,INACT,1559.571243,46732.46987,1.072829887,HAROLD,RC,HITE PREPERATION COMPANY,PRESTONSBURG,  NW      06/22/1979,Released,1979-06-22,INTERIM,2365074
180,2365084,SF,KY Division of Mine Permits,KGS Project,KY2365084,INACT,1609.423355,30615.67544,0.702839197,MCDOWELL,RC,DOMESTIC COAL CO,PRESTONSBURG,  RV      10/24/1986  AM      06/13/1979,Released,1979-06-13,INTERIM,2365084
181,2365086,SF,KY Division of Mine Permits,KGS Project,KY2365086,INACT,391.4277958,6228.816941,0.142993961,HAROLD,RC,ARKANSAS COAL INC,PRESTONSBURG,  AM      09/03/1980  NW      02/28/1979,Released,1979-02-28,INTERIM,2365086
182,2365087,SF,KY Division of Mine Permits,KGS Project,KY2365087,INACT,4912.756991,157522.7684,3.616225169,MARTIN,RC,HITE PREPERATION COMPANY,PRESTONSBURG,  NW      04/17/1980,Released,1980-04-17,INTERIM,2365087
183,2365100,SF,KY Division of Mine Permits,KGS Project,KY2365100,INACT,598.5736498,10371.52855,0.238097533,HAROLD,RC,HITE PREPERATION COMPANY,PRESTONSBURG,  NW      06/08/1979,Released,1979-06-08,INTERIM,2365100
184,2365118,SF,KY Division of Mine Permits,KGS Project,KY2365118,INACT,3959.325949,76336.2057,1.752438147,HAROLD,RC,LESLIE ANN COAL CO INC,PRESTONSBURG,  NW      03/16/1979,Released,1979-03-16,INTERIM,2365118
185,2365119,SF,KY Division of Mine Permits,KGS Project,KY2365119,INACT,2372.279207,46189.67297,1.060368985,HAROLD,RC,KISER BROTHERS COAL CO INC,PRESTONSBURG,  NW      03/16/1979,Released,1979-03-16,INTERIM,2365119
186,2365131,SF,KY Division of Mine Permits,KGS Project,KY2365131,INACT,2899.523237,51871.24936,1.190800031,MCDOWELL,RC,J R M COAL COMPANY INC,PRESTONSBURG,  NW      04/27/1979,Released,1979-04-27,INTERIM,2365131
187,2365132,SF,KY Division of Mine Permits,KGS Project,KY2365132,INACT,3369.676404,66158.11444,1.518781323,MCDOWELL,RC,J R M COAL COMPANY INC,PRESTONSBURG,  NW      03/14/1979,Released,1979-03-14,INTERIM,2365132
188,2365136,SF,KY Division of Mine Permits,KGS Project,KY2365136,INACT,5549.792883,285423.2979,6.552417308,MCDOWELL,RC,PRATER CREEK MINING INC,PRESTONSBURG,  SU      05/16/1983  NW      05/18/1979,Released,1979-05-18,INTERIM,2365136
189,2365137,SF,KY Division of Mine Permits,KGS Project,KY2365137,INACT,611.1183498,22556.7673,0.517832123,MCDOWELL,RC,B & E COAL CO,PRESTONSBURG,  NW      06/25/1979,Released,1979-06-25,INTERIM,2365137
190,2365139,SF,KY Division of Mine Permits,KGS Project,KY2365139,INACT,19834.42088,561087.5366,12.88079744,MCDOWELL,RC,TANSEY BETH MINING CO INC,PRESTONSBURG,  NW      05/01/1979,Released,1979-05-01,INTERIM,2365139
191,2365141,SF,KY Division of Mine Permits,KGS Project,KY2365141,INACT,825.6725977,13018.06137,0.298853567,HAROLD,RC,HAYES INC,PRESTONSBURG,  NW      03/06/1979,Released,1979-03-06,INTERIM,2365141
192,2365145,SF,KY Division of Mine Permits,KGS Project,KY2365145,INACT,2613.605626,76489.98839,1.755968512,MARTIN,RC,M & W COAL CO INC,PRESTONSBURG,  NW      05/21/1979,Released,1979-05-21,INTERIM,2365145
193,2365146,SF,KY Division of Mine Permits,KGS Project,KY2365146,INACT,859.6439288,12674.04192,0.290955967,MCDOWELL,RC,KENTUCKY COAL CO,PRESTONSBURG,  NW      02/13/1980,Released,1980-02-13,INTERIM,2365146
194,2365156,SF,KY Division of Mine Permits,KGS Project,KY2365156,INACT,3707.865101,99354.00129,2.280854024,HAROLD,RC,BIG BASS COAL CO,PRESTONSBURG,  NW      07/12/1979,Released,1979-07-12,INTERIM,2365156
195,2368003,SF,KY Division of Mine Permits,KGS Project,KY2368003,INACT,4386.640902,83923.86366,1.926626806,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  NW      06/06/1979,Released,1979-06-06,INTERIM,2368003
196,2368004,SF,KY Division of Mine Permits,KGS Project,KY2368004,INACT,789.275142,14186.25965,0.325671709,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  NW      06/07/1979,Released,1979-06-07,INTERIM,2368004
197,2605003,SF,KY Division of Mine Permits,KGS Project,KY2605003,INACT,1030.65919,50462.56462,1.15846108,WAYLAND,RC,H & A COAL CO,PRESTONSBURG,  NW      10/22/1979,Released,1979-10-22,INTERIM,2605003
198,2605013,SF,KY Division of Mine Permits,KGS Project,KY2605013,INACT,1796.025593,136627.2182,3.136529343,WAYLAND,RC,BILL D BRANCH COAL CO,PRESTONSBURG,  NW      10/17/1979,Released,1979-10-17,INTERIM,2605013
199,2605017,SF,KY Division of Mine Permits,KGS Project,KY2605017,INACT,5975.621371,195740.8562,4.49359174,WAYLAND,RC,SLY BRANCH COAL CO,PRESTONSBURG,  NW      03/19/1979,Released,1979-03-19,INTERIM,2605017
200,2605018,SF,KY Division of Mine Permits,KGS Project,KY2605018,INACT,1610.150239,114319.8785,2.624423291,WAYLAND,RC,MELANIE COAL CO,PRESTONSBURG,  NW      11/13/1979,Released,1979-11-13,INTERIM,2605018
201,2605024,SF,KY Division of Mine Permits,KGS Project,KY2605024,INACT,10786.44815,955877.003,21.94391651,WAYLAND,RC,NATIONAL MINES CORPORATION,PRESTONSBURG,  NW      09/17/1979,Released,1979-09-17,INTERIM,2605024
202,2605025,SF,KY Division of Mine Permits,KGS Project,KY2605025,INACT,7457.551634,585806.4699,13.44826607,WAYLAND,RC,NATIONAL MINES CORPORATION,PRESTONSBURG,  NW      11/06/1979,Released,1979-11-06,INTERIM,2605025
203,2605026,SF,KY Division of Mine Permits,KGS Project,KY2605026,INACT,1904.757811,128894.3272,2.959006592,WAYLAND,RC,NATIONAL MINES CORPORATION,PRESTONSBURG,  NW      11/02/1979,Released,1979-11-02,INTERIM,2605026
